AOSNUMBER,Agency,Type of LEA,Summary,Type of Juris,Technology,Vendor
AOS005188,Okaloosa County Sheriff's Office,Sheriff,"The Okaloosa County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",County,Face Recognition,Idemia
AOS005189,Okeechobee County Sheriff's Office,Sheriff,"The Okeechobee County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",County,Face Recognition,Idemia
AOS005190,Okeechobee Police Department,Police,"The Okeechobee Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",Municipal,Face Recognition,Idemia
AOS005191,Orange City Police Department,Police,"The Orange City Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",Municipal,Face Recognition,Idemia
AOS005192,Orange County Corrections Department,Corrections,"The Orange County Corrections Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",County,Face Recognition,Idemia
AOS005193,Orange County Sheriff's Office,Sheriff,"The Orange County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",County,Face Recognition,Idemia
AOS005194,Orange Park Police Department,Police,"The Orange Park Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",Municipal,Face Recognition,Idemia
AOS005195,Orlando Police Department,Police,"The Orlando Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",Municipal,Face Recognition,Idemia
AOS005196,Ormond Beach Police Department,Police,"The Ormond Beach Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",Municipal,Face Recognition,Idemia
AOS005197,Osceola County Sheriff's Office,Sheriff,"The Osceola County Sheriff's Office is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",County,Face Recognition,Idemia
AOS005198,Oviedo City Police Department,Police,"The Oviedo City Police Department is one of more than 275 law enforcement agencies with access to the Face Analysis Comparison & Examination System (FACES), a face recognition program maintained by the Pinellas County Sheriff's Office. Investigators may upload an image to search more than 25-million Florida driver's license photos and mugshots.",Municipal,Face Recognition,Idemia
