AOSNUMBER,City,County,State
AOS011344,Nicholasville,Jessamine County,KY
AOS011345,Oak Forest,Cook County,IL
AOS011346,Oak Forest,Cook County,IL
AOS011347,Pontotoc,Pontotoc County,MS
AOS011348,Sydney,Shelby County,OH
AOS011349,Tipp CIty,Miami County,OH
AOS011350,Lafayette,Tippecanoe County,IN
AOS011351,Elmira,Chemung County,NY
AOS011353,Macedonia,Summit County,OH
AOS011354,Mentor,Lake County,OH
AOS011355,Solon,Cuyahoga County,OH
AOS011356,Moore,Cleveland County,OK
AOS011362,Salisbury,Rowan County,NC
AOS011363,Quincy,Adams County,IL
AOS011364,Seekonk,Bristol County,MA
AOS011365,North Royalton,Cuyahoga County,OH
AOS011366,Ferndale,Oakland County,MI
AOS011367,Laurens,Laurens County,SC
AOS011368,Loveland,Hamilton County,OH
AOS011369,Sunnyside,Yakima County,WA
AOS011370,Niles,Trumbull County,OH
AOS011371,La Grange,Oldham County,KY
AOS011372,La Grange,Oldham County,KY
AOS011375,Herkimer,Herkimer County,NY
AOS011379,Casa Grande,Pinal County,AZ
AOS011438,Niles,Cook County,IL
AOS011439,Pawhuska,Osage County,OK
AOS011460,Jackson,Teton County,WY
AOS011487,Port Clinton,Ottawa County,OH
AOS011489,Poughkeepsie,Dutchess County,NY
AOS011491,Rock Island,Rock Island County,IL
AOS011494,Woodside,San Mateo County,CA
AOS011496,Shorewood,Will County,IL
AOS011497,Sikeston,Scott County,MO
AOS011498,St. Matthews,Jefferson County,KY
AOS011500,Taylorville,Christian County,IL
AOS011502,Aurora,Adams County,CO
AOS011509,Winston-Salem,Forsyth County,NC
AOS011513,El Mirage,Maricopa County,AZ
AOS011514,El Mirage,Maricopa County,AZ
AOS011515,Streator,LaSalle County,IL
AOS011516,Chehalis,Lewis County,WA
AOS011517,Nashville,Nash County,NC
AOS011519,New Baltimore,Macomb County,MI
AOS011520,New Canaan,Fairfield County,CT
AOS011522,Normal,McLean County,IL
AOS011523,North Riverside,Cook County,IL
AOS011524,Northfield Village,Summit County,OH
AOS011529,Nixa,Christian County,MO
AOS011533,Troy,Miami County,OH
AOS011534,Forsyth,Monroe County,GA
AOS011538,Madison,Morgan County,GA
AOS011539,Muncie,Delaware County,IN
AOS011545,Safford,Graham County,AZ
AOS011546,Traverse City,Grand Traverse County,MI
AOS011548,Groveport,Franklin County,OH
AOS011549,Guthrie,Logan County,OK
AOS011552,Warner Robins,Houston County,GA
AOS011555,East Moline,Rock Island County,IL
AOS011557,Elizabethtown,Hardin County,KY
AOS011558,Farmington Hills,Oakland County,MI
AOS011559,Richmond,Fort Bend County,TX
AOS011560,Safford,Graham County,AZ
AOS011561,Grandview,Yakima County,WA
AOS011562,Groveport,Franklin County,OH
AOS011563,Guthrie,Logan County,OK
AOS011565,Perry,Houston County,GA
AOS011572,Canton,Cherokee County,GA
AOS011573,Hinesville,Liberty County,GA
AOS011574,Thomson,McDuffie County,GA
AOS011575,Lafayette,Walker County,GA
AOS011576,Forsyth,Monroe County,GA
AOS011619,Garfield Township,Grand Traverse County,MI
AOS011620,Warner Robins,Houston County,GA
AOS011622,Lockport,Niagara County,NY
AOS011626,Fairfax,,VA
AOS011630,Macon,Bibb County,GA
AOS011633,Whiteville,Columbus County,NC
AOS011634,East Providence,Providence County,RI
AOS011645,Hopkinsville,Christian County,KY
AOS011657,Coldwater,Branch County,MI
AOS011658,Kearney,Buffalo County,NE
AOS011659,Jonesboro,Craighead County,AR
AOS011705,Liberty Township,Trumbull County,OH
AOS011706,Farmington,St. Francois County,MO
AOS011709,Wharton,Wharton County,TX
AOS011756,Albany,Dougherty County,GA
AOS011760,Garner,Wake County,NC
AOS011761,Hazelton,Shiawassee County,PA
AOS011762,Hollister,San Benito County,CA
AOS011763,Jackson,Jackson County,MI
AOS011765,Vallejo,Solano County,CA
AOS011767,Whitehall,Franklin County,OH
AOS011768,Broken Arrow,Tulsa County,OK
AOS011771,Auburn Hills,Oakland County,MI
AOS011772,Beaver Dam,Dodge County,WI
AOS011773,Brookfield,Waukesha County,WI
AOS011774,Brown Deer,Milwaukee County,WI
AOS011775,Elkhorn,Walworth County,WI
AOS011776,Franklin,Jackson County,WI
AOS011777,Germantown,Washington County,WI
AOS011778,Glendale,Monroe County,WI
AOS011779,Grafton,Ozaukee County,WI
AOS011780,Greenfield,Milwaukee County,WI
AOS011781,Hartford,Washington County,WI
AOS011782,Kenosha,Kenosha County,WI
AOS011783,Menomonee Falls,Waukesha County,WI
AOS011784,Milwaukee,Milwaukee County,WI
AOS011785,Mount Pleasant,Racine County,WI
AOS011786,New Berlin,Waukesha County,WI
AOS011787,Oak Creek,Milwaukee County,WI
AOS011788,Pleasant Prairie,Kenosha County,WI
AOS011789,Port Washington,Ozaukee County,WI
AOS011790,Racine,Racine County,WI
AOS011791,South Milwaukee,Milwaukee County,WI
AOS011792,West Allis,Milwaukee County,WI
AOS011793,West Bend,Washington County,WI
AOS011794,Whitefish Bay,Door County,WI
AOS011795,Birmingham,Oakland County,MI
AOS011796,Bloomfield Township,Oakland County,MI
AOS011797,Dearborn Heights,Wayne County,MI
AOS011798,Fraser,Macomb County,MI
AOS011799,Hazel Park,Oakland County,MI
AOS011800,Highland Park,Wayne County,MI
AOS011801,Mount Clemens,Macomb County,MI
AOS011802,Madison Heights,Oakland County,MI
AOS011803,Dimondale,Eaton County,MI
AOS011804,Novi,Oakland County,MI
AOS011805,Pontiac,Oakland County,MI
AOS011806,Redford Township,Wayne County,MI
AOS011807,Roseville,Macomb County,MI
AOS011808,Shellby Township,Oakland County,MI
AOS011809,Southfield,Oakland County,MI
AOS011810,Sterling Heights,Macomb County,MI
AOS011811,Troy,Oakland County,MI
AOS011812,Warren,Macomb County,MI
AOS011813,Waterford Township,Oakland County,MI
AOS011814,West Bloomfield,Oakland County,MI
AOS011815,White Lake Township,Oakland County,MI
AOS011816,Wolverine,Cheboygan County,MI
AOS011817,Beebe,White County,AR
AOS011818,Albany,Dougherty County,GA
AOS011819,Nevada City,Nevada County,CA
AOS011820,Park City,Sedgwick County,KS
AOS011821,Parma Heights,Cuyahoga County,OH
AOS011887,Crawfordsville,Mongomery County,IN
AOS011888,Dyersburg,Dyer County,TN
AOS011889,Eashhampton,Hampshire County,MA
AOS011890,East Syracuse,Onondaga County,NY
AOS011891,El Dorado,Butler County,KS
AOS011892,Crawfordsville,Mongomery County,IN
AOS011893,Lockport,Niagara County,NY
AOS011894,Wake Forest,Wake County,NC
AOS011895,West Bend,Washington County,WI
AOS011897,Napavine,Lewis County,WA
AOS011901,Napavine,Lewis County,WA
AOS011904,Black Diamond,King County,WA
AOS011905,Muskegon,Muskegon County,MI
AOS011906,Seven Hills,Cuyahoga County,OH
AOS011907,Sonoma,Sonoma County,CA
AOS011908,Spokane,Spokane County,WA
AOS011910,Cheektowaga,Erie County,NY
AOS011911,Frasier,Macomb County,MI
AOS011912,Glasgow,Barren County,KY
AOS011913,Hazelton,Shiawassee County,PA
AOS011915,Tulsa,Tulsa County,OK
AOS011916,Wakarusa,Elkhart County,IN
AOS011918,Radcliff,Hardin County,KY
AOS011919,Searcy,White County,AR
AOS011920,Southington,Hartford County,CT
AOS011921,Catoosa,"Wagoner County, Rogers County",OK
AOS011922,Jackson Hole,Teton County,WY
AOS011923,La Grange,Oldham County,KY
AOS011924,Pittsburg,Crawford County,KS
AOS011928,Kentwood,Kent County,MI
AOS011929,Nags Head,Dare Conuty,NC
AOS011931,O'Fallon,St. Charles County,MO
AOS011932,Reynoldsburg,"Licking County, Fairfield County, Franklin County",OH
AOS011940,Chesterfield Township,Macomb County,MI
AOS011941,Perkins,Erie County,OH
AOS011942,Poland,Mahoning County,OH
AOS011943,St. Petersburg,Pinellas County,FL
AOS011949,Meridian,Ada County,ID
AOS011952,Evansville,Vanderburgh County,IN
AOS011965,Granbury,Hood County,TX
AOS011966,Bellefontaine,Logan County,OH
AOS011978,Castle Rock,Douglas County,CO
AOS012003,Tukwila,King County,WA
AOS012006,Kenilworth,Union County,NJ
AOS012152,Portage,Portage County,WI
AOS012327,Santa Cruz,Santa Cruz County,CA
AOS008912,Ashville,St. Clair County,AL
AOS008913,Newnan,Coweta County,GA
AOS008914,Alpharetta,Fulton County,GA
AOS008936,Paris,Lamar County,TX
AOS008937,Bellaire,‎Harris County‎,TX
AOS008939,Irondale,Jefferson County,AL
AOS008940,Pell City,St. Clair County,AL
AOS008941,Jacksonville,Duval County,FL
AOS008942,Heflin,Cleburne County,AL
AOS008943,Somerton,Yuma County,AZ
AOS008944,Troutman,Iredell County,NC
AOS008946,Sugar Land,Fort Bend County,TX
AOS008947,Durham,"Wake County, Orange County, Durham County",NC
AOS008950,La Crescenta-Montrose,Los Angeles County,CA
AOS011321,Mahomet,Champaign County,IL
AOS001593,Port St. Lucie,St. Lucie County,FL
AOS002166,Waterton,Codington County,SD
AOS004797,Guthrie,Logan County,OK
AOS004805,Okmulgee,Okmulgee County,OK
AOS009042,New Canaan,Fairfield County,CT
AOS011228,Cape Girardeau,Cape Girardeau County,MO
AOS008710,Yonkers,Westchester County,NY
AOS008934,Norwalk,Fairfield County,CT
AOS008933,Hartford,Hartford County,CT
AOS008932,Providence,Providence County,RI
AOS000040,Goldsboro,Wayne County,NC
AOS000041,Poughkeepsie,Dutchess County,NY
AOS000044,Pueblo,Pueblo County,CO
AOS000063,Harrisonville,Cass County,MO
AOS000071,Pelham,Westchester County,NY
AOS000074,Westminster,"Jefferson County, Adams County",CO
AOS001580,Glenarden,Prince George's County,MD
AOS006855,White Plains,Westchester County,NY
AOS007003,Cheyenne,Laramie County,WY
AOS007043,Boulder City,Clark County,NV
AOS007599,Lincoln,Lancaster County,NE
AOS007620,South Charleston,Kanawha County,WV
AOS008709,Albany,Albany County,NY
AOS008868,Blacksburg,Montgomery,VA
AOS008904,Blacksburg,Montgomery,VA
AOS008907,Holton,Jackson County,KS
AOS008916,Washington,,DC
AOS008918,Fitchburg,Worcester County,MA
AOS008919,Somerville,Middlesex County,MA
AOS008920,Darien,Fairfield County,CT
AOS008921,Revere,Suffolk County,MA
AOS008922,Ashland,Middlesex County,MA
AOS008923,Malden,Middlesex County,MA
AOS008924,Norwood,Norfolk County,MA
AOS008925,Chelsea,Suffolk County,MA
AOS008926,Southbridge,Worcester County,MA
AOS008927,Wakefield,Middlesex County,MA
AOS008928,Haverhill,Essex County,MA
AOS008929,New Britain,Hartford County,CT
AOS008930,Springfield,Hampden County,MA
AOS008931,Boston,Suffolk County,MA
AOS008949,Danbury,Fairfield County,CT
AOS008955,Richmond,Henrico County,VA
AOS008956,Albany,Albany County,NY
AOS009129,Mansfield,Tarrant County,TX
AOS010091,Whitehall Township,Lehigh County,PA
AOS011254,Bonner Springs,Wyandotte County,KS
AOS011751,Mayetta,Jackson County,KS
AOS011553,Olathe,Johnson County,KS
AOS011621,Olathe,Johnson County,KS
AOS011708,Centerview,Johnson County,MO
AOS009126,Artesia,Eddy County,NM
AOS003360,Harrisonburg,Rockingham County,VA
AOS003508,Los Angeles,Los Angeles County,CA
AOS003099,Caldwell,Canyon County,ID
AOS003323,Grand Forks,Grand Forks County,ND
AOS003425,Birmingham,Jefferson County,AL
AOS003554,Grand Junction,Mesa County,CO
AOS003590,Norristown,Montgomery County,PA
AOS003665,Orlando,Orange County,FL
AOS003773,Staten Island,Richmond County,NY
AOS003828,Venice,Sarasota County,FL
AOS001586,Broadview Heights,Cuyahoga County,OH
AOS003643,Niceville,Okaloosa County,FL
AOS003809,Salt River,Maricopa County,AZ
AOS003664,Oriskany,Oneida County,NY
AOS001651,New York,"New York County, Kings County, Bronx County, Queens County, Richmond County",NY
AOS003829,Ballston Spa,Saratoga County,NY
AOS010082,Austin,Travis County,TX
AOS012160,Salinas,Monterey County,CA
AOS002992,Andover,Anoka County,MN
AOS004015,Georgetown,Williamson County,TX
AOS004016,Franklin,Williamson County,TN
AOS003126,Chula Vista,San Diego County,CA
AOS003016,Bakersfield,Kern County,CA
AOS003738,Pueblo,Pueblo County,CO
AOS003276,Fontana,San Bernardino County,CA
AOS001665,Hawthorne,Westchester County,NY
AOS003400,Springfield,Sangamon County,IL
AOS003118,Cherry Hill,Camden County,NJ
AOS003479,Lawrence,Marion County,IN
AOS003767,Renton,King County,WA
AOS003319,Golden Valley,Hennepin County,MN
AOS003946,Pendleton,Umatilla County,OR
AOS003879,St. Martinville,St. Martin Parish,LA
AOS001595,New Smyrna Beach,Volusia County,FL
AOS001601,Juno Beach,Palm Beach County,FL
AOS001603,Melbourne Beach,Brevard County,FL
AOS001634,Amsterdam,Montgomery County,NY
AOS001635,Bedford Hills,Westchester County,NY
AOS001637,Elmira,Chemung County,NY
AOS001639,Plattsburgh,Clinton County,NY
AOS001640,Hudson,Columbia County,NY
AOS001641,Rensselaer,Rensselaer County,NY
AOS001642,Eastchester,Bronx County,NY
AOS001644,Rochester,Monroe County,NY
AOS001645,Mamaroneck,Westchester County,NY
AOS001647,Menands,Albany County,NY
AOS001648,Middletown,Orange County,NY
AOS001650,New York,"New York County, Kings County, Bronx County, Queens County, Richmond County",NY
AOS001652,Niagara Falls,Niagara County,NY
AOS001653,Goshen,Orange County,NY
AOS001654,Port Washington,Nassau County,NY
AOS001655,New City,Rockland County,NY
AOS001656,Wallkill,Ulster County,NY
AOS001657,Hampton Bays,Suffolk County,NY
AOS001658,Peconic,Suffolk County,NY
AOS001659,Canton,Saint Lawrence County,NY
AOS001661,Bath,Steuben County,NY
AOS001662,Riverhead,Suffolk County,NY
AOS001664,Salem,Washington County,NY
AOS001666,White Plains,Westchester County,NY
AOS001667,Penn Yan,Yates County,NY
AOS001668,Yonkers,Wester,NY
AOS001687,Gainesville,Cooke County,TX
AOS001971,Dallas,Dallas County,TX
AOS002030,Elizabeth City,Pasquotank County,NC
AOS002037,Cranford,Union County,NJ
AOS002207,Miramar,Broward County,FL
AOS002231,Bay Minette,Baldwin County,AL
AOS002233,Brunswick,Glynn County,GA
AOS002274,Delaware,Delaware County,OH
AOS002320,Miami,Miami-Dade County,FL
AOS002860,Fort Pierce,Saint Lucie County,FL
AOS002862,Mansfield,Richland County,OH
AOS002966,Abilene,Taylor County,TX
AOS002968,Boise,Ada County,ID
AOS002969,Ritzville,Adams County,WA
AOS002970,Friendship,Adams County,WI
AOS002971,Natchez,Adams County,MS
AOS002972,Aiken,Aiken County,SC
AOS002974,Graham,Alamance County,NC
AOS002976,Albany,Albany County,NY
AOS002980,Waukon,Allamakee County,IA
AOS002981,Pittsburgh,Allegheny County,PA
AOS002982,Almont,Lapeer County,MI
AOS002983,Alpena,Alpena County,MI
AOS002984,Markleeville,Alpine County,CA
AOS002985,Amherst,Amherst County,VA
AOS002988,Anderson,Anderson County,SC
AOS002994,Baxley,Appling County,GA
AOS002996,Byers,Arapahoe County,CO
AOS002999,Little Rock,Pulaski County,AR
AOS003002,Pierre Part,Assumption Parish,LA
AOS003003,Athens,Clarke County,GA
AOS003006,Auburn,DeKalb County,IN
AOS003008,Wapakoneta,Auglaize County,OH
AOS003009,Aurora,Kane County,IL
AOS003010,Austell,Cobb County,GA
AOS003011,Austintown,Mahoning County,OH
AOS003019,Barnegat,Ocean County,NJ
AOS003021,Town of Barnstable,Barnstable County,MA
AOS003023,Hastings,Barry County,MI
AOS003025,Bartlett,"Kane County, DuPage County, Cook County",IL
AOS003029,Panama City,Bay County,FL
AOS003030,Bay City,Bay County,MI
AOS003031,Beaumont,Riverside County,CA
AOS003035,Bedford,Tarrant County,TX
AOS003037,Bellaire,‎Harris County‎,TX
AOS003040,Bentonville,Benton County,AR
AOS003041,Foley,Benton County,MN
AOS003042,Corvallis,Benton County,OR
AOS003044,Benton Harbor,Berrien County,MI
AOS003045,Windsor,Bertie County,NC
AOS003047,Bethlehem,"Northhampton County, Lehigh County",PA
AOS003048,San Antonio,Bexar County,TX
AOS003049,Basin,Big Horn County,WY
AOS003050,Big Lake,Sherburne County,MN
AOS003052,Blue Ash,Hamilton County,OH
AOS003054,Blue Springs,Jackson County,MO
AOS003056,Boerne,Kendall County,TX
AOS003057,Boise,Ada County,ID
AOS003058,Idaho Falls,Bonneville County,ID
AOS003059,Boone,Boone County,IA
AOS003060,Benton,Bossier Parish,LA
AOS003063,Bowling Green,Warren County,KY
AOS003065,Bradley,Kankakee County,IL
AOS003068,Alpine,Brewster County,TX
AOS003069,Brick Township,Ocean County,NJ
AOS003070,Brillion,Calumet County,WI
AOS003072,Broken Arrow,Tulsa County,OK
AOS003073,Brookhaven,Lincoln County,MS
AOS003074,Binghamton,Broome County,NY
AOS003075,Fort Lauderdale,Broward County,FL
AOS003080,Bolivia,Brunswick County,NC
AOS003083,Buena Park,Orange County,CA
AOS003086,Burbank,Los Angeles County,CA
AOS003087,Bismarck,Burleigh County,ND
AOS003088,Caldwell,Burleson County,TX
AOS003091,Seaside,Monterey County,CA
AOS003092,San Andreas,Calaveras County,CA
AOS003093,Caldwell,Canyon County,ID
AOS003095,Prince Frederick,Calvert County,MD
AOS003096,Camdenton,Camden County,MO
AOS003097,Canal Fulton,Stark County,OH
AOS003104,Carson City,,NV
AOS003105,Elizabethton,Carter County,TN
AOS003106,Casper,Natrona County,WY
AOS003108,Auburn,Cayuga County,NY
AOS003113,La Plata,Charles County,MD
AOS003116,Gaffney,Cherokee County,SC
AOS003117,Canton,Cherokee County,GA
AOS003119,West Chester,Chester County,PA
AOS003120,St. Francis,Cheyenne County,KS
AOS003122,Chino,San Bernardino County,CA
AOS003123,Chippewa Falls,Chippewa County,WI
AOS003130,Citrus Heights,Sacramento County,CA
AOS003132,Clanton,Chilton County,AL
AOS003133,Claremore,Rogers County,OK
AOS003134,Marshall,Clark County,IL
AOS003135,Vancouver,Clark County,WA
AOS003136,Clarkston,Asotin County,WA
AOS003137,Clarkstown,Rockland County,NY
AOS003138,Moorhead,Clay County,MN
AOS003139,Clayton,St. Louis County,MO
AOS003141,Shelby,Cleveland County,NC
AOS003142,Cleveland,Cuyahoga County,OH
AOS003145,Clovis,Fresno County,CA
AOS003146,Marietta,Cobb County,GA
AOS003148,Flagstaff,Coconino County,AZ
AOS003149,New Brockton,Coffee County,AL
AOS003150,Naples,Collier County,FL
AOS003152,Colorado Springs,El Paso County,CO
AOS003153,Fort Collins,Larimer County,CO
AOS003154,Portage,Columbia County,WI
AOS003155,Appling,Columbia County,GA
AOS003157,Commerce City,Adams County,CO
AOS003158,Middletown,Middlesex County,CT
AOS003160,Conway,Faulkner County,AR
AOS003163,Corona,Riverside County,CA
AOS003164,Corpus Christi,Nueces County,TX
AOS003166,Council Bluffs,Pottawattamie County,IA
AOS003168,Kelso,Cowlitz County,WA
AOS003170,Vinita,Craig County,OK
AOS003172,Crestview,Okaloosa County,FL
AOS003174,Crossville,Cumberland County,TN
AOS003175,Brainerd,Crow Wing County,MN
AOS003176,Crown Point,Lake County,IN
AOS003177,Cullman,Cullman County,AL
AOS003178,Culver,Los Angeles County,CA
AOS003180,Cleveland,Cuyahoga County,OH
AOS003181,Cynthiana,Harrison County,KY
AOS003182,Hastings,Dakota County,MN
AOS003185,Selma,Dallas County,AL
AOS003191,Greenville,Darke County,OH
AOS003193,Dawsonville,Dawson County,GA
AOS003194,Daytona Beach,Volusia County,FL
AOS003195,Daytona Beach Shores,Volusia County,FL
AOS003196,Decatur,Adams County,IN
AOS003198,Jay,Delaware County,OK
AOS003199,Dover,Kent County,DE
AOS003201,Delta,Delta County,CO
AOS003204,Bend,Deschutes County,OR
AOS003206,Cuero,DeWitt County,TX
AOS003207,Dickinson,Stark County,ND
AOS003208,Charlotte,Dickson County,TN
AOS003209,Fremont,Dodge County,NE
AOS003211,Dodge City,Ford County,KS
AOS003215,Douglasville,Douglas County,GA
AOS003217,Omaha,Douglas County,NE
AOS003220,Dover,Kent County,DE
AOS003223,Dubuque,Dubuque County,IA
AOS003224,Duluth,Gwinnett County,GA
AOS003225,Duncan,Stephens County,OK
AOS003226,Dunwoody,DeKalb County,GA
AOS003227,Wheaton,DuPage County,IL
AOS003228,DuPage Forest,DuPage County,IL
AOS003229,Baton Rouge,East Baton Rouge Parish,LA
AOS003230,East Peoria,Tazewell County,IL
AOS003231,East Windsor,Hartford County,CT
AOS003233,Eau Claire,Eau Claire County,WI
AOS003234,Odessa,Ector County,TX
