Wreck_Name,Wreck_No,Classification,Place_of_Loss,Date_of_Loss,DD_Lat,DD_Long,Source_of_Co_ordinate,Description,Record_Source,Date_of_Loss_Year_Only
Royal Arthur,W05149,Full-rigged ship,"Waterford Bay, inside Hook Lighthouse.",22/04/1871,52.12667,-6.93,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Bourke 1994, 72; Larn & Larn 2002; Lloyd's List 17,789, Monday 24th April 1871, 5; Lloyd's List 17,789, Monday 24th April 1871, 10; Lloyd's List 17,792, Wednesday 26th April 1871, 5; Lloyd's List 17,795, Monday 1st May 1871, 5; Lloyd's List 17,833, Thursday 15th June 1871, 7; Lloyd's List 17,836, Monday 19th June 1871, 5; Lloyd's List 17,875, Thursday 3rd August 1871, 8; Lloyd's List 17,906, Friday 8th September 1871, 6; Lloyd's List 18,811, Thursday 6th August 1874, 9; UKHO Wreck Data.",1871
Kerick,W09784,Unknown,Unknown,7/12/69,52.12667,-7.10667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1969
Shapinsay,W10032,Unknown,Unknown,9/11/67,52.125,-6.91667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1967
George Milburn,W04931,Mine-sweeper,"Dunmore, Waterford Harbour, Off / 0.25 & 1.5M offshore",12/7/17,52.124,-6.9807,John O'Connor,We regret that we are unable to supply descriptive details for this record at present.,"Bourke 1998, 98; BVLS 1914-18, 22; Larn & Larn 2002.",1917
Unknown,W10327,Unknown,"Carnsore Point, Wexford. 34.2km E of",Unknown,52.12361,-5.86194,UKHO Wreck Data,Wreck surveyed by the UKHO in 1983. Wreck measures 6m long and lies in 91m of water.,UKHO Wreck Data,
St. Margaret,W04334,Collier,"Wexford, Hook Head, Off / 200 yards WSW.",7/12/19,52.12194,-6.93194,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Bourke 1994, 73; Roche 1993, 120, 132; Lloyd's List 32, 891, Tue. 9th Dec. 1919, 9 c.23; Lloyd's List. 32, 892, Wed. 10th Dec. 1919, 9 c.24; Lloyd's List 32, 893, Thur. 11th Dec. 1919, 9 c.24; Lloyd's List. 32, 894, Fri. 12th Dec. 1919, 9 c.24.",1919
Providence,W04168,Merchant Vessel,"Wexford, Barrels Light Vessel, 1¼ miles S by W ½ W.",22/03/1917,52.12,-6.39667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 38; Roche 1993, 120, 131; BVLS 1914-18, 38; UKHO Wreck Data; www.uboat.net.",1917
Ythan (alternative 2 of 2),W11705,Schooner,Geophysical anomaly,7/4/05,52.11997,-7.38562,Eoin McGarry,We regret that we are unable to supply descriptive details for this record at present.,ddd.,1905
Ythan (alternative 1 of 2),W11704,Schooner,Unknown,7/4/05,52.11945,-7.38472,UKHO,We regret that we are unable to supply descriptive details for this record at present.,ddd.,1905
Christiana Davis (SV),W03317,Unknown,"Wexford, Tusker Rock, S of / 8 miles SE by S.",29/04/1918,52.11667,-6.05,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 88; Roche 1993, 120; UKHO Wreck Data.",1918
Matrisha (MV),W09863,Unknown,Unknown,31/10/1991,52.11667,-7.41667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1991
Kaber,W09776,Yacht,Unknown,13/07/1991,52.11445,-6.8357,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1991
Lennox (SS),W03863,Steamship,"Wexford, Collough Rocks, S of the Great Saltee / seaward side of S Saltee Islands / SW end.",29/12/1916,52.11333,-6.6125,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Bourke 1994, 64; Larn & Larn 2002; Hocking 1989, 420; PP 1920, XL, 24; Roche 1993, 120; UKHO Wreck Data.",1916
Wheatflower (SS),W04693,Steel Steamship,"Wexford, Tusker Rock, 14km SE.",19/02/1918,52.11289,-6.07028,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Bourke 1994, 219; BVLS 1914-18, 81; Larn & Larn 2002; Roche 1993, 120, 132; UKHO Wreck Data; www.uboat.net.",1918
Isidoro (SS),W14512,Steamship,"Located in the British EEZ, 17M ESE ofTuskar, Co Wexford.",18/08/1915,52.11173,-5.7175,UKHO,"2,044-ton Spanish steel steamer Isidoro (ex Menditarra. &c.). Built in 1897, owned by Echevarrieta y Larrinaga, Bilbao.Sunk en route from Bilbao to Glasgow with a cargo of iron ore by U-38 under the command of Max Valentiner. Crew landed safely.","Lloyd’s List, No. 31, 568, Thur. 19th Aug. 1915, 7 c.20; Lloyd’s List, No. 31, 601, Mon. 27th Sept. 1915, 3.",1915
Ranga,W09969,Cargo Ship,"Dunmore Head, south side. Coumeenoole Bay",11/3/82,52.1075,-10.47,UKHO,"Newly built Spanish containership en route from Vigo to Reykjavik on maiden voyage in ballast. Vessel suffered engine failed and sought shelter in the Blasket Sound but dragged its anchors and was driven ashore on the south side of Dunmore Head and became a total wreck. Crew rescued by an RAF helicopter. 
----------------------------",UKHO,1982
Unknown,W10404,Unknown,Unknown,Unknown,52.10551,-5.86207,GSI,We regret that we are unable to supply descriptive details for this record at present.,,
Santa María de la Rosa,W05898,Merchant Vessel,"Kerry, Blasket Sound, Stromboli reef, 200 yards SE of.",21/09/1588,52.1015,-10.49525,National Monuments Service,"945-ton merchant vessel, carrying 64 mariners, 225 soldiers and 26 carriage mounted cannon. Vice-flagship (Almiranta) of the Guipuzcoan squadron of the Spanish Armada. Wrecked in Blasket sound on September 21st 1588. Sydney Wignall, assisted by Colin Martin, carried out a survey and limited excavation on the wreck site in 1968-70. The wreck is on a flat shingle bottom in 35 - 40 meters. It was discovered that much of the lower forward hull was intact as it was pinned by the packed limestone ballast which had lined the hold. The mound of ballast measures 100 feet x 40 feet and averaging 2 - 2.5 feet deep. There are massive concretions of piled shot at the north and NW (bow) end of the mound. 7 lead ingots were found on the ballast. Two matching pewter plates with the name Matute carved into them were used to identify the wreck. Excavation uncovered the keelson and the mainmast step, with indications of collapse. The distortion aft of the mast step indicated that the hull broke at this point. Finds from the excavation were presented to the Ulster Museum, Belfast by the Irish State. UKHO Wreck No. 01000069.","Fallon, N. 1978, 211; Flanagan, L., 1988; Wignall, S. 1982; Martin, C. 1975; Martin, C. & Parker, G. 1988; Mattingly, G. 1959; Spotswood Green, W. 1906; UKHO Wreck Data.",1588
Girl Arleen (MFV),W09690,Unknown,"Baginbn Head, Wexford. 4.4km SE",13/11/1989,52.1,-6.83333,UKHO,"Fishing trawler sank.
----------------------------",UKHO,1989
Unknown,W10301,Unknown,Unknown,Unknown,52.1,-5.81667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Highcliffe (SS),W03681,Steel Steamship,"Wexford, Tusker Rock, East of / offshore, 13 miles SE of.",3/9/18,52.09944,-5.89194,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 96; Larn & Larn 2002; Roche 1993, 120, 132; Tennent 1990, 192; UKHO Wreck Data.",1918
Unknown,W11031,Unknown,Unknown,Unknown,52.09909,-10.49716,,We regret that we are unable to supply descriptive details for this record at present.,,
Viferedo / La Vifredo / La Vifrido (SS),W04660,Screw Steamer,"East Brandie Rock (west side), off the Saltees.",22/05/1863,52.09861,-6.58,UKHO,"UKHO Wreck No.010400230. Spanish screw steamer of Barcelona. Master was J. Amat. En route from Barcelona/Bilbao to Liverpool with fruit, wine, ivory and cattle. The vessel ran onto the west side of the East Brandie Rock off the Saltees and became wedged. The ship had broken in half two days later. A local vessel came to assist.  Captain Arnot and the 31 crew and two passengers were brought ashore by the PETREL, of Kilmore. The vessel had disappeared from the rocks by 28 May 1863. The wreck was relcaoted by divers in 1975.
----------------------------","Bourke 1994, 66; Lloyd's List 15, 326, Monday 25th May 1863; Lloyd's List 15, 327, Tuesday 26th May 1863; Lloyd's List 15, 328, Wednesday 27th May 1863; Lloyd's List 15, 331, Saturday 30th May 1863; Roche 1993, 112, 128; UKHO Wreck Data.",1863
Quebra (SS),W05865,Steamship,"Kerry, Great Blasket, NW shore of",23/08/1916,52.09784,-10.5375,National Monuments Service,"UKHO Wreck No.010000045. 4,538-ton 4-year-old steel steamship of London owned by Mercantile S.S. Co. and built in 1912 by W. Gray. Measured L. 115m x B. 16.3m X D. 7.74ml. She had 394nhp triple expansion engines. En route from New York to Liverpool under captain Evans and a crew of 34.The general cargo included wine, eggs, apples, stockings, brass, pipes and a significant amount of ammunition (cotton, shells, warheads). Vessel grazed Tail Rock and struck the north side of Great Blasket and later slipped back, eventually sinking into deep without loss of life. The crew escaped and most of the cargo was salvaged by the locals. Ammunition from the wreck was blown up by the Navy in 1986-87.
----------------------------","Bourke 1994, 158-59; Bourke 1998, 164; Hocking 1969, 572; Irish Schools' Folklore Collection (IFSC), Imleabhar 419, 155-56; Larn & Larn 2002; Lloyd's List 31, 882, Thur. 24th Aug. 1916, 7 c.17; Lloyd's List 31, 883, Fri. 25th Aug. 1916, 7 c.18; Lloyd's List 31, 883, Fri. 25th Aug. 1916, 8; Lloyd's List 31, 886, Tue. 29th Aug. 1916, 7 c.17; Lloyd's List 31, 888, Thur. 31st Aug. 1916, 7 c.19; Lloyd's List 31.906, Thur. 21st Sept. 1916, 7 c.17; Lloyd's List 31, 924, Thur. 12th Oct. 1916, 9; Lloyd's List 31, 925, Fri. 13th Oct. 1916, 9; Lloyd's List 31, 932, Sat. 21st Oct. 1916, 9; PP 1920, XL, 22; UKHO Wreck Data.",1916
Unknown,W11032,Unknown,Unknown,Unknown,52.09733,-10.50753,,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W11033,Unknown,Unknown,Unknown,52.09732,-10.50747,,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W11034,Unknown,Unknown,Unknown,52.09732,-10.5073,,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W11035,Unknown,Unknown,Unknown,52.0973,-10.50725,,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W11028,Unknown,"Degrees minutes and seconds supplied were strange, UTM were fine",Unknown,52.09729,-10.50751,,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W11029,Unknown,Converted from UTM,Unknown,52.09728,-10.50735,,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W11030,Unknown,Co-ordinates around Santa Maria de la Rosa,Unknown,52.09726,-10.5073,,We regret that we are unable to supply descriptive details for this record at present.,,
Manchester Merchant (SS),W05784,Steamship,"Kerry, Dingle Bay, 4.5km WNW of Rosbehy Point.",15/01/1903,52.09533,-10.033,GSI_248,"UKHO Wreck No. 010000033. GSI Wreck No. GSI_248.  5657-ton, 3-year-old, four-masted steel steamship of Manchester, owned by Manchester Liner Company, Lim., Manchester. Built in 1900 by Palmers’ Shipbuilding and Iron Company Ltd., Newcastle-upon Tyne. Measured 452 x 52 x 28ft. Powered by 3-cylindfer triple expansion 642 Hp triple boiler screw engine and was classed by Lloyd’s as ‘100 A1. shelter deck.’ Although originally built for the newly formed Manchester Liner Company Ltd., it was requisitioned by the British Government immediately after its completion to transport troops, supplies, horses and ammunition to South Africa during the Boer War (1899–1902). After the war the SS Manchester Merchant was returned to its owners. It was lost during its first voyage, while en route from New Orleans to Manchester with a cargo of 13,000  bales of cotton for the Lancashire cotton mills. The vessel, commanded by W.P. Couch and manned by a crew of 56, was also carrying 100 barrels of turpentine, soap, pitch, pine and grain. It is believed that the cotton cargo ignited, with the vessel subsequently catching fire as it neared the southwest coast of Ireland. The cargo ship sought refuge in Dingle Bay and dropped anchor near the entrance to Castlemaine harbour. As the fire intensified, the crew to threw the turpentine overboard. With efforts to fight the fire proving fruitless, most of the crew took to the lifeboats, leaving the master and a handful of crew to scuttle the ship in shallow water, which they did on 15 January. There was no loss of life in this incident. The captain gave the ship’s bell to locals as a token of gratitude for their assistance. The bell of the Manchester Merchant is housed in the Roman Catholic church at Anascaul, Co. Kerry.

The wreck of the SS Manchester Merchant lies in over 11m of water and is orientated NE–SW, with its bow to the NE. It lies largely intact and measures 157m in length and 18m in width.
----------------------------","Brady, McKeon, Lyttleton, Lawler 2012, 40-1; GSI Wreck Data; Hocking 1989, 448; Irish Schools' Folklore Collection (IFSC), Imleabhar 426, 509; Ibid 437, 35, 199; Ibid 476, 59; Larn & Larn 2002; Lloyd's List 20, 386, Thursday, 15th January 1903; Lloyd's List 20, 387, Friday, 16th January 1903; Lloyd's List 20, 388, Saturday, 17th January 1903; Lloyd's List 20, 389, Monday, 19th January 1903; Lloyd's List 20, 390, Tuesday, 20th January 1903; Lloyd's List 20, 391, Wednesday, 21st January 1903; Lloyd's List 20, 392, Thursday, 22nd January 1903; Lloyd's List 20, 394, Saturday, 24th January 1903; Lloyd's List 20, 395, Monday, 26th January 1903; Lloyd's List 20, 397, Wednesday, 28th January 1903; Lloyd's List 20, 399, Friday, 30th January 1903; Lloyd's List 20, 400, Saturday, 31st January 1903; Lloyd's List 20, 401, Monday, 2nd February 1903; Lloyd's List 20, 402, Tuesday, 3rd February 1903; Lloyd's List 20, 403, Wednesday, 4th February 1903; Lloyd's List 20, 404, Thursday, 5th February 1903; Lloyd's List 20, 406, Saturday, 7th February 1903; Lloyd's List 20, 407, Monday, 9th February 1903; Lloyd's List 20, 408, Tuesday, 10th February 1903; Lloyd's List 20, 409, Wednesday, 11th February 1903; Lloyd's List 20, 411, Friday, 13th February 1903; Lloyd's List 20, 412, Saturday, 14th February 1903; Lloyd's List 20, 413, Monday, 16th February 1903; Lloyd's List 20, 415, Wednesday, 18th February 1903; Lloyd's List 20, 416, Thursday, 19th February 1903; Lloyd's List 20, 420, Tuesday, 24th February 1903; Lloyd's List 20, 421, Wednesday, 25th February 1903; Lloyd's List 20, 422, Thursday, 26th February 1903; Lloyd's List 20, 425, Monday, 2nd March 1903; Lloyd's List 20, 428, Thursday, 5th March 1903; Lloyd's List 20, 433, Wednesday, 11th March 1903; Lloyd's List 20, 435, Friday, 13th March 1903; Lloyd's List 20, 437, Monday, 16th March 1903; Lloyd's List 20, 438, Tuesday, 17th March 1903; Lloyd's List 20, 447, Friday, 27th March 1903; Lloyd's List 20, 832, Friday 24th June 1903; Lloyd's List 20, 531, Saturday, 4th July 1903; Lloyd's List 20, 536, Friday, 10th July 1903; Lloyd's List 20, 847, Tuesday 12th July 1903; Lloyd's List 20, 857, Saturday 23rd July 1903; Lloyd's List 20, 548, Friday, 24th July 1903; Lloyd's List 20, 555, Saturday, 1st August 1903; Lloyd's List 20, 865, Tuesday 2nd August 1903; Lloyd's List 20, 561, Saturday, 8th August 1903; Lloyd's List 20, 877, Tuesday 16th August 1903; Lloyd's List 20, 886, Friday 26th August 1903; Lloyd's List 20, 578, Friday, 28th August 1903; Lloyd's List 20, 584, Friday, 4th September 1903; Lloyd's List 20, 596, Friday, 18th September 1903; PP 1904, LXXXVI, 149; UKHO Wreck Data.",1903
